timestamp,num_sequences,seq_length,use_cache,cache_hits,cache_misses,hit_rate,time_without_cache,time_with_cache,speedup
2025-08-24T23:20:23.456850,12,100,True,5,9,0.35714285714285715,12.25977873802185,7.149582386016846,1.7147545235648347
2025-08-24T23:23:29.475882,30,200,True,11,21,0.34375,61.240288972854614,38.765289545059204,1.5797712255359626
2025-08-25T08:47:09.790841,10,100,True,5,7,0.41666666666666674,10.31366491317749,5.134918689727783,2.008535195271855
